1e-5,1e-3,1e-4
43.90588760375,33.945259094238289766,51.61021041870117
39.71616744995117,50.925079345703125,26.19032859802246
37.8520393371582,50.981483459472656,24.611242294311523
36.614749908447266,55.30927276611328,22.255657196044922
33.13452911376953,52.515899658203125,22.051422119140625
30.740707397460938,53.841583251953125,20.7332820892334
29.988468170166016,52.504180908203125,20.280858993530273
29.929424285888672,51.70114517211914,21.44269371032715
28.566011428833008,51.44977951049805,20.374269485473633
27.367185592651367,51.28498458862305,20.574350357055664
27.0623722076416,50.44277572631836,20.52296257019043
26.219432830810547,49.0392494201660,21.02272796630859416
25.67706871032715,47.38008499145508,19.718839645385742
25.68670082092285,47.46657943725586,27.683937072753906
25.097816467285156,46.57558059692383,20.066795349121094
24.8383731842041,46.773399353027344,19.789451599121094
24.56800651550293,46.77432632446289,20.038286209106445
23.929229736328125,45.42074966430664,19.92411994934082
23.478395462036133,44.12240982055664,19.91839027404785
23.39756965637207,44.482906341552734,20.326417922973633





















